gene_id,DMSO_24h-1,DMSO_24h-2,DMSO_24h-3,SP2509_24h-1,SP2509_24h-2,SP2509_24h-3
ENSG00000047230,535,574,773,452,672,425
ENSG00000047249,620,671,973,754,999,735
ENSG00000047315,2967,3058,4208,2450,3180,2221
ENSG00000047346,2160,2319,3082,2415,3234,2147
ENSG00000047365,65,59,85,127,191,110
ENSG00000047410,3041,3137,4216,3219,3860,2850
ENSG00000047457,1,2,5,2,3,8
ENSG00000047578,667,585,930,670,845,622
ENSG00000047579,186,201,280,230,231,191
ENSG00000047597,0,0,0,0,0,0
ENSG00000047617,3,4,5,4,11,2
ENSG00000047621,410,440,547,380,496,363
ENSG00000047634,432,425,581,523,661,421
ENSG00000047644,1104,986,1353,1266,1558,1132
ENSG00000047648,1469,1299,1847,2107,2461,1793
ENSG00000047662,31,15,42,24,40,25
ENSG00000047849,6678,6024,8580,6308,7337,5775
ENSG00000047932,512,528,697,605,688,490
ENSG00000047936,0,1,3,0,0,0
ENSG00000048028,469,450,668,434,648,429
ENSG00000048052,0,0,0,0,0,1
ENSG00000048140,782,748,1028,664,918,675
ENSG00000048162,539,503,709,345,340,275
ENSG00000048342,267,272,348,235,315,218
ENSG00000048392,1127,1302,1725,1695,2181,1368
ENSG00000048405,472,485,688,463,596,442
ENSG00000048462,1,0,0,2,0,0
ENSG00000048471,373,326,451,337,477,328
ENSG00000048540,3,10,2,1,3,2
ENSG00000048544,493,502,626,499,640,472
ENSG00000048545,0,0,0,0,0,0
ENSG00000048649,962,1126,1457,1334,1605,1161
ENSG00000048707,1783,1909,2534,2014,2544,1816
ENSG00000048740,1,0,0,2,1,1
ENSG00000048828,5028,4855,6674,4706,5862,4069
ENSG00000048991,1676,1472,2184,1440,1736,1234
ENSG00000049089,51,49,76,41,51,40
ENSG00000049130,88,90,144,216,295,191
ENSG00000049167,90,83,147,91,132,89
ENSG00000049192,0,1,0,0,0,3
ENSG00000049239,1386,1216,1764,1598,2028,1515
ENSG00000049245,973,925,1362,979,1253,889
ENSG00000049246,294,297,464,356,466,323
ENSG00000049247,0,0,0,0,1,1
ENSG00000049249,3,1,4,6,13,3
ENSG00000049283,1467,1271,1847,1334,1601,1203
ENSG00000049323,32,22,38,33,64,29
ENSG00000049449,1192,1443,1933,1940,2272,1653
ENSG00000049540,15,12,23,16,27,12
ENSG00000049541,778,706,1067,538,686,501
ENSG00000049618,1139,1051,1502,1272,1540,1111
ENSG00000049656,1784,1664,2278,1405,1784,1330
ENSG00000049759,4669,4497,6239,5506,6842,4897
ENSG00000049768,46,28,48,29,33,15
ENSG00000049769,108,114,129,96,106,90
ENSG00000049860,1287,1332,1899,1766,2111,1466
ENSG00000049883,662,654,855,696,794,607
ENSG00000050030,39,63,82,67,61,58
ENSG00000050130,715,715,958,650,897,581
ENSG00000050165,0,2,0,1,1,2
ENSG00000050327,312,369,492,443,500,370
ENSG00000050344,174,192,259,168,239,166
ENSG00000050393,821,765,1112,959,1231,823
ENSG00000050405,806,811,1139,1005,1282,920
ENSG00000050426,862,875,1104,918,1244,857
ENSG00000050438,1,0,3,3,1,2
ENSG00000050555,16,19,27,14,18,11
ENSG00000050628,0,1,1,2,3,1
ENSG00000050730,0,0,0,0,0,0
ENSG00000050748,996,955,1386,1081,1309,899
ENSG00000050767,9,4,20,9,10,10
ENSG00000050820,1205,1033,1481,1084,1260,973
ENSG00000051009,467,441,592,540,648,464
ENSG00000051108,1395,1271,1777,2583,3111,2170
ENSG00000051128,88,85,126,112,127,90
ENSG00000051180,179,186,270,166,186,133
ENSG00000051341,1081,1150,1607,930,1156,807
ENSG00000051382,1859,1872,2542,1746,2320,1610
ENSG00000051523,0,1,0,0,1,0
ENSG00000051596,340,368,461,319,413,287
ENSG00000051620,1852,1780,2425,1942,2318,1739
ENSG00000051825,1660,1690,2306,1477,1835,1307
ENSG00000052126,455,501,652,477,569,470
ENSG00000052344,664,592,835,621,778,550
ENSG00000052723,980,923,1238,1055,1344,875
ENSG00000052749,1080,965,1329,787,899,689
ENSG00000052795,352,401,558,569,723,525
ENSG00000052802,813,786,1115,579,766,479
ENSG00000052841,863,844,1187,1181,1407,969
ENSG00000052850,49,40,48,45,52,39
ENSG00000053108,0,2,3,0,2,4
ENSG00000053254,921,964,1287,1453,1697,1236
ENSG00000053328,0,0,0,0,0,0
ENSG00000053371,344,316,442,408,499,375
ENSG00000053372,604,521,785,403,464,324
ENSG00000053438,25,16,30,30,28,14
ENSG00000053501,270,239,351,279,358,229
ENSG00000053524,11,22,26,39,37,22
ENSG00000053702,33,45,62,57,54,37
ENSG00000053747,8265,7748,10577,10435,12649,8924
ENSG00000053770,655,705,965,639,846,586
ENSG00000053900,379,430,527,386,482,301
ENSG00000053918,54,36,41,46,63,54
ENSG00000054116,629,657,901,570,735,535
ENSG00000054118,5530,5310,7560,6204,7428,5502
ENSG00000054148,730,695,975,882,1019,793
ENSG00000054179,122,112,148,154,170,136
ENSG00000054219,0,1,2,1,0,0
ENSG00000054267,842,867,1195,897,1152,839
ENSG00000054277,20,11,22,18,22,16
ENSG00000054282,246,295,352,273,298,250
ENSG00000054356,0,0,1,2,5,2
ENSG00000054392,36,38,43,70,114,53
ENSG00000054523,2500,2707,3651,2809,3628,2522
ENSG00000054598,11,8,11,40,32,26
ENSG00000054611,308,275,385,359,427,312
ENSG00000054654,1831,1890,2623,2361,2806,2104
ENSG00000054690,1802,1650,2399,1886,2295,1712
ENSG00000054793,1913,1876,2639,2133,2802,2029
ENSG00000054796,0,0,0,0,0,1
ENSG00000054803,0,0,0,0,0,0
ENSG00000054938,0,0,0,0,0,0
ENSG00000054965,974,882,1241,951,1314,921
ENSG00000054967,42,43,49,31,41,34
ENSG00000054983,0,0,0,0,0,0
ENSG00000055044,1931,1865,2566,1397,1757,1288
ENSG00000055070,1419,1281,1940,1324,1532,1209
ENSG00000055118,34,25,32,36,41,37
ENSG00000055130,1053,1089,1586,991,1243,843
ENSG00000055147,454,438,682,443,545,416
ENSG00000055163,1155,1075,1444,1507,1831,1283
ENSG00000055208,1010,1031,1377,1460,1688,1235
ENSG00000055211,456,553,758,537,741,492
ENSG00000055332,1161,1189,1658,1455,1719,1246
ENSG00000055483,825,761,1003,753,973,718
ENSG00000055609,3273,2975,4266,3513,4478,3094
ENSG00000055732,4,3,1,3,6,3
ENSG00000055813,3,2,0,5,10,6
ENSG00000055917,1996,2146,3004,2522,3175,2219
ENSG00000055950,394,343,449,292,377,285
ENSG00000055955,2,3,4,1,3,3
ENSG00000055957,1,0,0,0,0,0
ENSG00000056050,388,405,567,346,463,295
ENSG00000056097,2646,2648,3477,2600,3041,2100
ENSG00000056277,150,140,193,207,240,175
ENSG00000056291,0,1,0,0,1,0
ENSG00000056487,1,4,2,4,6,3
ENSG00000056558,6,8,11,9,12,8
ENSG00000056586,2192,2352,3195,2679,3472,2238
ENSG00000056736,242,231,324,281,335,218
ENSG00000056972,271,294,413,469,569,409
ENSG00000056998,147,128,213,124,122,112
ENSG00000057019,106,89,136,102,148,82
ENSG00000057149,0,0,0,0,0,0
ENSG00000057252,825,862,1172,732,955,705
ENSG00000057294,140,134,206,198,193,153
ENSG00000057468,4,9,10,16,13,8
ENSG00000057593,2,1,2,2,4,2
ENSG00000057608,5035,4898,6826,4441,5731,3994
ENSG00000057657,0,2,5,1,9,4
ENSG00000057663,402,441,612,407,532,378
ENSG00000057704,36,33,51,39,40,35
ENSG00000057757,532,634,885,702,814,559
ENSG00000057935,526,545,707,563,695,486
ENSG00000058056,767,802,1042,657,923,597
ENSG00000058063,2895,2907,3899,3181,4283,2866
ENSG00000058085,3,2,3,2,4,11
ENSG00000058091,563,543,740,708,810,591
ENSG00000058262,7045,6879,9717,7103,9555,6493
ENSG00000058272,1644,1594,2093,1625,2008,1410
ENSG00000058335,4,8,7,10,16,9
ENSG00000058404,256,255,366,344,412,336
ENSG00000058453,179,169,258,233,300,234
ENSG00000058600,1119,1123,1566,991,1187,868
ENSG00000058668,1705,1624,2345,1915,2387,1717
ENSG00000058673,2167,2163,3068,2655,3238,2361
ENSG00000058729,329,410,519,338,425,283
ENSG00000058799,446,426,675,425,591,402
ENSG00000058804,1148,1276,1649,842,1212,862
ENSG00000058866,0,0,1,4,1,0
ENSG00000059122,662,639,875,801,948,706
ENSG00000059145,824,741,1099,613,801,593
ENSG00000059377,107,116,122,99,125,77
ENSG00000059378,353,359,477,352,401,339
ENSG00000059573,2528,2644,3596,2309,2983,2146
ENSG00000059588,608,626,836,788,983,753
ENSG00000059691,392,390,531,382,454,366
ENSG00000059728,236,237,303,274,323,229
ENSG00000059758,171,208,256,216,328,227
ENSG00000059769,255,251,338,204,236,183
ENSG00000059804,3,9,10,11,11,11
ENSG00000059915,25,19,23,36,52,40
ENSG00000060069,318,341,400,314,351,296
ENSG00000060138,2597,2459,3401,2601,3113,2322
ENSG00000060140,309,289,409,380,459,310
ENSG00000060237,7158,6484,9075,7414,8895,6500
ENSG00000060303,25,23,29,19,30,31
ENSG00000060339,3308,3182,4314,3257,3975,2798
ENSG00000060491,769,667,942,631,800,538
ENSG00000060558,0,0,0,0,1,0
ENSG00000060566,0,0,0,0,0,0
ENSG00000060642,325,287,450,412,514,385
ENSG00000060656,623,536,734,945,1128,809
ENSG00000060688,864,853,1163,774,969,709
ENSG00000060709,0,1,2,0,2,0
ENSG00000060718,0,0,0,0,0,0
ENSG00000060749,1389,1209,1749,1259,1536,1125
ENSG00000060762,313,259,403,250,352,270
ENSG00000060971,1151,1011,1403,968,1216,900
ENSG00000060982,0,0,1,1,1,0
ENSG00000061273,581,455,638,614,672,573
ENSG00000061337,26,17,23,11,19,22
ENSG00000061455,2,0,1,3,0,1
ENSG00000061492,0,0,0,0,0,0
ENSG00000061656,14,17,18,19,20,15
ENSG00000061676,2083,2199,2970,2712,3439,2410
ENSG00000061794,1798,1935,2732,2033,2508,1805
ENSG00000061918,189,202,253,136,197,154
ENSG00000061936,671,603,866,667,763,546
ENSG00000061938,841,761,1072,907,1055,800
ENSG00000061987,1521,1577,2099,1702,2330,1523
ENSG00000062038,2,0,3,1,3,2
ENSG00000062096,0,0,0,1,2,1
ENSG00000062194,992,1111,1429,1016,1354,934
ENSG00000062282,361,353,451,377,493,321
ENSG00000062370,49,55,80,77,88,51
ENSG00000062485,7644,7006,9582,6792,8245,6208
ENSG00000062524,0,1,2,0,2,1
ENSG00000062582,5,2,8,1,4,1
ENSG00000062598,733,661,963,750,886,687
ENSG00000062650,817,793,1123,721,885,573
ENSG00000062716,2758,2915,3955,2858,3668,2452
ENSG00000062725,1451,1480,2100,1543,1995,1359
ENSG00000062822,436,464,587,400,473,353
ENSG00000063015,4,8,8,11,6,4
ENSG00000063046,9733,9856,13793,12000,14856,10676
ENSG00000063127,23,29,35,32,32,32
ENSG00000063169,253,239,310,258,292,237
ENSG00000063176,244,213,336,174,207,165
ENSG00000063177,4227,3835,5480,4144,5121,4064
ENSG00000063180,25,23,30,31,42,20
ENSG00000063241,1143,941,1341,678,833,575
ENSG00000063244,4251,3816,5718,3288,3930,3001
ENSG00000063245,2716,2474,3551,2593,3045,2269
ENSG00000063322,1558,1416,1951,1386,1610,1161
ENSG00000063438,21,14,17,17,21,13
ENSG00000063515,0,0,0,0,0,0
ENSG00000063587,646,633,852,727,897,656
ENSG00000063601,926,909,1292,944,1218,915
ENSG00000063660,366,314,453,359,482,297
ENSG00000063761,215,201,270,253,292,211
ENSG00000063854,641,660,875,785,942,617
ENSG00000063978,1650,1575,2149,1510,1808,1296
ENSG00000064012,559,522,709,461,562,393
ENSG00000064042,23173,22289,30243,28949,35050,25160
ENSG00000064102,732,774,1078,714,900,656
ENSG00000064115,785,893,1230,1096,1360,1002
ENSG00000064195,7,10,16,17,11,16
ENSG00000064199,88,84,112,70,86,68
ENSG00000064201,2,4,2,2,4,4
ENSG00000064205,4,5,5,10,13,12
ENSG00000064218,0,0,1,0,0,0
ENSG00000064225,0,1,3,8,2,5
ENSG00000064270,321,336,478,589,715,490
ENSG00000064300,3,3,3,4,11,4
ENSG00000064309,117,136,177,193,258,171
ENSG00000064313,685,590,884,578,779,555
ENSG00000064393,7325,6660,9598,9318,11288,7945
ENSG00000064419,1754,1630,2339,1579,1885,1446
ENSG00000064489,0,0,2,1,1,2
ENSG00000064490,409,348,486,442,458,350
ENSG00000064545,509,502,671,421,570,379
ENSG00000064547,207,154,220,164,204,168
ENSG00000064601,438,405,563,434,480,418
ENSG00000064607,2689,2686,3657,2449,3031,2283
ENSG00000064651,651,659,987,814,1106,724
ENSG00000064652,61,60,58,64,103,66
ENSG00000064655,35,33,43,32,41,34
ENSG00000064666,605,515,774,747,925,655
ENSG00000064687,655,580,902,770,886,667
ENSG00000064692,0,1,2,3,1,1
ENSG00000064703,283,287,386,237,306,190
ENSG00000064726,1665,1652,2210,1624,2273,1548
ENSG00000064763,32,38,56,29,61,36
ENSG00000064787,139,124,201,206,264,217
ENSG00000064835,0,0,0,0,0,0
ENSG00000064886,0,1,2,0,2,2
ENSG00000064932,1862,1616,2379,1575,1952,1469
ENSG00000064933,314,331,443,402,476,346
ENSG00000064961,2312,2146,3167,1886,2401,1719
ENSG00000064989,28,30,30,25,30,25
ENSG00000064995,320,378,503,319,414,292
ENSG00000064999,817,702,1064,728,879,650
ENSG00000065000,4165,3760,5489,4207,4806,3663
ENSG00000065029,662,531,784,648,719,550
ENSG00000065054,1215,1000,1599,972,1141,892
ENSG00000065057,149,110,183,106,129,94
ENSG00000065060,1626,1575,2280,2209,2722,1949
ENSG00000065135,1285,1251,1822,1245,1598,1146
ENSG00000065150,2623,2754,3792,2552,3249,2317
ENSG00000065154,150,140,204,133,147,118
ENSG00000065183,1325,1496,2017,982,1374,921
ENSG00000065243,1257,1232,1761,1322,1614,1147
ENSG00000065268,644,613,838,624,690,547
ENSG00000065308,488,491,692,518,672,419
ENSG00000065320,9,8,16,10,22,10
ENSG00000065325,16,17,27,18,10,16
ENSG00000065328,786,747,1155,540,639,500
ENSG00000065357,52,43,62,67,84,51
ENSG00000065361,3533,3394,4840,4438,5286,3937
ENSG00000065371,0,1,0,1,0,0
ENSG00000065413,158,156,240,168,194,167
ENSG00000065427,3935,3674,4992,3420,4280,3102
ENSG00000065457,708,651,914,671,842,653
ENSG00000065485,814,792,1162,976,1209,847
ENSG00000065491,200,148,220,234,286,203
ENSG00000065518,3385,3431,4790,3211,4118,3016
ENSG00000065526,1818,1612,2423,1496,1739,1312
ENSG00000065534,162,135,192,189,228,140
ENSG00000065548,1234,1235,1755,947,1209,841
ENSG00000065559,1068,1029,1403,941,1111,874
ENSG00000065600,152,141,166,156,211,174
ENSG00000065609,45,41,64,84,98,59
ENSG00000065613,1359,1423,1846,1674,2098,1432
ENSG00000065615,171,168,234,183,220,172
ENSG00000065618,2,5,6,4,9,5
ENSG00000065621,26,50,62,52,57,49
ENSG00000065665,201,218,265,230,273,198
ENSG00000065675,0,0,0,0,0,0
ENSG00000065717,208,220,290,242,309,236
ENSG00000065802,576,595,884,601,734,555
ENSG00000065809,492,480,716,735,966,623
ENSG00000065833,1810,1867,2439,1743,2266,1499
ENSG00000065882,1171,1168,1559,1131,1428,1057
ENSG00000065883,976,934,1355,1036,1359,955
ENSG00000065911,984,965,1348,1827,2298,1556
ENSG00000065923,1433,1346,1945,1803,2266,1564
ENSG00000065970,712,642,935,693,791,623
ENSG00000065978,10884,10566,15236,11524,13066,10005
ENSG00000065989,26,31,37,18,24,20
ENSG00000066027,486,535,740,455,622,446
ENSG00000066032,8,28,29,44,52,40
ENSG00000066044,1711,1700,2425,1519,1868,1449
ENSG00000066056,2,0,1,1,4,3
ENSG00000066084,1468,1425,1936,1976,2439,1646
ENSG00000066117,572,506,779,511,613,472
ENSG00000066135,861,786,1124,1056,1307,994
ENSG00000066136,713,591,862,685,734,624
ENSG00000066185,52,55,66,63,82,65
ENSG00000066230,7,12,14,15,21,19
ENSG00000066248,204,206,318,188,247,196
ENSG00000066279,872,922,1311,513,587,439
ENSG00000066294,0,0,0,0,0,0
ENSG00000066322,1515,1350,1876,1054,1380,1020
ENSG00000066336,1,3,1,2,1,0
ENSG00000066379,25,30,44,32,50,25
ENSG00000066382,0,0,0,0,0,2
ENSG00000066405,1,0,1,0,0,1
ENSG00000066422,740,724,980,736,892,666
ENSG00000066427,384,379,546,538,675,443
ENSG00000066455,930,917,1221,1104,1397,936
ENSG00000066468,11,12,14,37,39,28
ENSG00000066557,364,410,553,380,469,330
ENSG00000066583,595,561,877,474,641,457
ENSG00000066629,268,268,376,333,457,341
ENSG00000066651,169,142,231,188,223,158
ENSG00000066654,1483,1630,2162,1581,1973,1420
ENSG00000066697,177,182,256,190,270,211
ENSG00000066735,18,16,32,26,18,17
ENSG00000066739,1190,1112,1566,1301,1696,1164
ENSG00000066777,2011,2085,2849,2250,2781,1935
ENSG00000066813,0,0,0,0,0,0
ENSG00000066827,169,154,203,140,181,123
ENSG00000066855,1000,1024,1328,1107,1292,955
ENSG00000066923,59,69,88,95,99,74
ENSG00000066926,4232,4314,5912,3785,4894,3389
ENSG00000066933,595,564,875,778,971,646
ENSG00000067048,1796,1810,2478,1806,2294,1539
ENSG00000067057,516,545,805,680,807,647
ENSG00000067064,821,930,1214,667,956,627
ENSG00000067066,247,231,296,344,411,281
ENSG00000067082,247,261,340,532,556,381
ENSG00000067113,2566,2825,3793,2225,3206,2312
ENSG00000067141,1140,1059,1473,1503,1832,1302
ENSG00000067167,1812,1966,2763,2208,2710,1958
ENSG00000067177,658,655,910,878,1104,789
ENSG00000067182,931,857,1158,932,1112,803
ENSG00000067191,38,34,49,22,27,16
ENSG00000067208,521,566,699,582,720,501
ENSG00000067221,180,177,214,146,218,144
ENSG00000067225,17086,15690,22834,18589,22398,17418
ENSG00000067248,1025,1029,1376,832,1003,685
ENSG00000067334,1236,1281,1781,948,1228,876
ENSG00000067365,293,273,361,276,316,228
ENSG00000067369,778,787,1098,839,1051,761
ENSG00000067445,16,11,16,12,14,10
ENSG00000067533,532,589,773,374,483,376
ENSG00000067560,4519,4453,6197,4472,5527,3930
ENSG00000067596,836,664,1158,765,949,663
ENSG00000067601,65,55,63,51,73,47
ENSG00000067606,376,367,540,464,504,392
ENSG00000067646,393,424,630,449,578,404
ENSG00000067704,2341,2548,3415,2342,3131,2140
ENSG00000067715,0,1,2,2,2,2
ENSG00000067798,91,95,104,65,104,55
ENSG00000067829,830,745,1092,865,981,767
ENSG00000067836,1297,1129,1611,1106,1361,957
ENSG00000067840,66,57,113,121,144,100
ENSG00000067842,0,0,0,0,0,0
ENSG00000067900,1223,1239,1710,1363,1710,1117
ENSG00000067955,674,677,907,638,843,577
ENSG00000067992,231,231,339,215,312,201
ENSG00000068001,407,348,508,335,435,276
ENSG00000068024,249,233,324,291,352,231
ENSG00000068028,277,284,386,278,324,217
ENSG00000068078,137,176,201,146,180,129
ENSG00000068079,66,76,90,110,129,83
ENSG00000068097,462,419,629,482,596,436
ENSG00000068120,1226,1184,1630,972,1211,876
ENSG00000068137,914,817,1169,968,1180,819
ENSG00000068305,587,555,722,905,1059,758
ENSG00000068308,798,693,1017,746,936,673
ENSG00000068323,1030,924,1296,909,1151,859
ENSG00000068354,254,222,316,268,264,236
ENSG00000068366,47,49,64,40,74,53
ENSG00000068383,665,660,887,734,885,629
ENSG00000068394,262,259,370,253,280,219
ENSG00000068400,933,794,1129,1003,1140,868
ENSG00000068438,674,609,907,522,712,520
ENSG00000068489,785,679,1068,503,608,483
ENSG00000068615,24,27,31,21,43,29
ENSG00000068650,2859,2748,4030,3076,3876,2675
ENSG00000068654,2479,2303,3261,1980,2468,1790
ENSG00000068697,1232,1278,1786,1398,1873,1279
ENSG00000068724,85,76,117,102,121,91
ENSG00000068745,1358,1376,1935,1572,1913,1401
ENSG00000068781,0,0,0,0,0,0
ENSG00000068784,328,305,457,327,379,287
ENSG00000068796,641,734,941,619,858,564
ENSG00000068831,1,3,2,3,3,0
ENSG00000068878,2350,2185,3020,2030,2474,1724
ENSG00000068885,142,182,192,176,240,127
ENSG00000068903,806,661,991,973,1227,878
ENSG00000068912,355,405,543,483,557,398
ENSG00000068971,164,188,234,236,296,194
ENSG00000068976,11,11,6,3,4,4
ENSG00000068985,17,18,19,23,16,21
ENSG00000069011,801,719,1005,617,719,565
ENSG00000069018,0,1,1,0,2,0
ENSG00000069020,467,428,585,609,733,535
ENSG00000069122,0,0,0,1,2,0
ENSG00000069188,1,3,3,3,4,0
ENSG00000069206,81,99,120,90,121,89
ENSG00000069248,1089,1220,1604,1129,1466,994
ENSG00000069275,8403,8985,12232,8020,9938,7235
ENSG00000069329,2113,2068,2859,2027,2705,1728
ENSG00000069345,1679,1894,2661,1539,1935,1421
ENSG00000069399,117,96,150,115,159,102
ENSG00000069424,385,380,512,420,511,384
ENSG00000069431,0,0,0,0,0,0
ENSG00000069482,134,127,191,108,91,84
ENSG00000069493,57,61,94,119,135,81
ENSG00000069509,0,0,3,0,1,0
ENSG00000069535,3,3,5,1,2,3
ENSG00000069667,30,32,31,76,97,48
ENSG00000069696,18,16,28,21,27,30
ENSG00000069702,179,155,254,222,311,203
ENSG00000069712,104,133,169,138,176,123
ENSG00000069764,0,0,0,1,0,0
ENSG00000069812,22,21,33,42,41,23
ENSG00000069849,1891,1880,2506,1755,2179,1588
ENSG00000069869,354,310,478,494,594,394
ENSG00000069943,172,148,186,209,217,161
ENSG00000069956,3837,3785,5137,5749,7010,4783
ENSG00000069966,145,157,186,213,275,175
ENSG00000069974,334,327,470,344,457,312
ENSG00000069998,694,641,943,669,833,627
ENSG00000070010,624,582,822,600,697,539
ENSG00000070018,575,587,919,673,912,649
ENSG00000070019,0,0,0,0,0,0
ENSG00000070031,0,3,4,4,4,5
ENSG00000070047,1608,1508,2091,1271,1578,1173
ENSG00000070061,670,707,868,572,793,565
ENSG00000070081,1484,1413,1939,2209,2723,1862
ENSG00000070087,919,966,1240,907,1236,872
ENSG00000070159,905,781,1212,1005,1239,839
ENSG00000070182,9,15,16,18,24,23
ENSG00000070190,7,4,5,8,7,6
ENSG00000070193,0,0,0,0,0,0
ENSG00000070214,1049,1115,1527,1349,1755,1279
ENSG00000070269,259,236,332,359,406,315
ENSG00000070366,531,477,718,540,650,497
ENSG00000070367,1563,1704,2342,1836,2405,1657
ENSG00000070371,176,147,210,198,249,162
ENSG00000070388,11,6,12,8,8,7
ENSG00000070404,143,121,183,169,241,178
ENSG00000070413,1247,1135,1687,1025,1304,906
ENSG00000070423,808,672,1009,528,649,489
ENSG00000070444,580,535,718,566,685,544
ENSG00000070476,604,644,809,755,963,652
ENSG00000070495,322,330,482,239,300,221
ENSG00000070501,247,234,326,247,315,219
ENSG00000070526,381,352,495,335,431,324
ENSG00000070540,226,188,257,246,353,238
ENSG00000070601,157,176,212,328,399,279
ENSG00000070610,1405,1238,1793,1274,1676,1254
ENSG00000070614,2443,2309,3164,2144,2739,1963
ENSG00000070669,1741,1756,2345,3166,4035,2693
ENSG00000070718,437,487,605,480,632,453
ENSG00000070729,0,0,0,1,0,0
ENSG00000070731,15,9,16,16,18,11
ENSG00000070748,0,0,0,0,0,0
ENSG00000070756,34358,33281,46809,42188,50231,36366
ENSG00000070759,270,218,296,257,297,234
ENSG00000070761,442,508,643,506,674,477
ENSG00000070770,841,851,1184,1086,1285,985
ENSG00000070778,281,262,348,439,526,374
ENSG00000070785,379,358,480,245,347,222
ENSG00000070808,0,0,0,0,0,1
ENSG00000070814,1536,1267,1918,1050,1321,941
ENSG00000070831,1920,1795,2551,1991,2559,1784
ENSG00000070882,122,127,196,126,175,142
ENSG00000070886,1,1,0,3,2,1
ENSG00000070915,2,1,2,1,3,3
ENSG00000070950,479,450,703,392,489,365
ENSG00000070961,1062,1043,1491,1493,1866,1242
ENSG00000070985,1,4,8,5,2,3
ENSG00000071051,211,202,269,275,376,249
